content,score
Ok,5
Verivikasi gambarnya sama semua gitu.!,1
"I do not know what Happen with this Owner Linkedln was Banned my account from the website, but thanks",1
Aplikasi Tidak Dapat Akses Ke Google,1
Force close saat ini 10 September 2022.,3
Good app,4
laaawo,1
Gak nyangka daftar LinkedIn data bisa bocor wkwkwkwk banyak banget chat WhatsApp yg mau coba melakukan penipuan ke wa gw,1
"Aplikasi bagus sekali, banyak manfaat nya, selain untuk mencari kerja juga bisa untuk membangun networking dan membangun diri",5
Banyak temen,5
Nice,5
The best,5
Salam DFM,5
Ni knpa siap update..gmbarny putih semua. Pdahl jringn bgus...Knpa y??,3
Kenapa tidak bisa log in? Kembali ke verifikasi nomoe teros,1
Sangat bagus,5
FTcrGt ya gak g,4
Good,5
blm dpt kerja dr linkled jd saya kasi 2 bintang dulu,2
Nice app,5
saya kasih 4 dulu... kalo bisa membantu.. ku beri 5 bintang,4
Sangat membantu dan bermanfaat,5
The Best,5
Pembaharuan profil gak bisa!!!,1
heran gabisa diakses kalo blm di update,1
semangat,4
Good,4
Search by posting kenapa tidak bisa?,1
Kenapa seaching berdasarkan postingan ga bisa lagi ya?,3
Keren,5
"Kok jadi gak bisa search posting? Eror atau algoritma nya rusak,?",1
"Tiba2 pencarian tidak keluar yang mau di tuju, Mau liat postingan juga gabisa",1
Oke ditingkatkan lgi untuk sistem pencarian nya. Thanks.,5
Muantab,5
Baik ..,5
Recruiter,5
Good,5
Jabal boma,5
Sangat memuaskan,5
"Tata usaha SMP, dan UMKM",5
Verifikasi keamanan cepatnya susah suruh nyari yang menghadap ke atas,1
Good,5
Ok,3
Oke,5
Good,4
"tidak dapat menyimpan keterangan jenis bidang perusahaan yang sesuai dengan tempat yg saat ini saya sedang bekerja ,",2
Good,5
"Saya sangat membutuhkan pekerjaan. Akan tetapi saya hanya lulusan sma tapi saya akan tetap mencari pekerjaan dimanapun , meskipun saya tahu setelah beberapa bulan saya membaca loker2nya yg dibutuhkan d3/ s1 . Udahlah .terimakasih linkedIn.",5
Aplikasi nya udh ok. Tpi tolong lah min oknum penipuan ko bisa sampe lolos gitu? Saya hampir kena tipu loh,2
Bismillahirrahmanirrahim kunfajakun amin ya robbal alamin,5
Bagus,5
T..ñm W7,2
Very good,5
Paling jelek jngn di donlod boros2 kuota,1
Kenapa kalau login harus tebak2 gambar ya?? Kan email dan password saya sesuai,1
Good,5
verifikasi gajelas su,1
Very needed..,5
Ok,5
Ok,5
sangat membantu,5
Mantap sekali,5
Aplikasi sangat membantu,5
Sangat membantu,5
"Klo ada bintang -7, saya mau kasih minus bintang jadi -7",1
Mantab..,5
Mohon di perbaiki,2
foto profil tidak bisa diunggah,5
Good,5
So far so good...!,5
Ok,5
verry good ..,5
Ga saya pakai gmn hapusnya?,1
Ok punya,5
Makin bagus,5
Good,5
Baik,5
Belajar,4
Sangat membantu. Terima kasih banyak linked in,5
Good,5
"ini kenapa gak bisa daftar, login",1
Tolong update berdasarkan lokasi diperbaiki. Sudah filter untuk cari berdasarkanokasi yang keluar malah kemana²,3
Good..,5
good aplikai,4
Good,5
Bagus,5
Nela-reza,5
Login aja ribet banget,1
"Verifikasi nya bikin emosi, udah di klik sampe 30 kali nyoba, msh gak bisa terverifikasi, dikira gue robot apa.. aplikasi yang sok, emang org butuh banget, sampe verifikasi kayak gitu, mending hapus nih aplikasi... Kayak org butuh aja",1
CfddlleLe Ff lollvfgolo,5
Good,5
good app,5
0k !!!,5
Ok,5
"Sangat mudah dan cepat membantu.., terima kasih 🙏🙏🙏 LinkedIn Ok is the best 👍👍👍",5
Mudah mudahan dengan terhubungnya di LinkedIn banyak teman,5
Fotonya kok disebarluaskan tanpa hak izin ya ???,1
sangat mengesankan,5
Cara melamar yang ribet selalu di alihkan ke website yang tidak jelas,2
Semoga lebih baik lagi aplikasinya,5
Profil gak bisa diperbarui. Sudah kirim email gak ada balesan,1
"Kenapa mw update, ga bisa2... disuruh coba lagi terus2an, 😪",2
"Linkedin aplikasi yang sangat membantu dan memudahkan mencari pekerjaan, dan alhamdulilah sudah beberapa kali dapet pekerjaan , karna dari informasi di linkedin ini",5
"Loker nya yang banyak lah tambah masa itu itu mulu ga berubah ga dipanggil """,1
Blm dapat yg pas,5
Bagus,5
7 indonedia,4
Sangat menguntungkan sekali,5
Kurang dihargai,5
Oke,4
Top,5
Iyq,5
Manfaat nya sangat bagus . Terimakasih,5
Good,5
Bintang 3 aja karna postinganya itu itu saja,3
👍👍,5
Tidak mengecewakan,5
An exceptional networking platform.,5
Good,5
"Please, saya melamar kok yg kirim panggilan kerja sampai 4 orang. Dan itupun panggilan bukan di gedung perusahaan, melainkan ruko. Ada apa gerangan ? Mohon di evaluasi jika ada rekruitmen nakal",3
Min kenapa kok gak bisa tutup akun ya?,1
"Mechanical electrical , piping , plumbing , pipe hydrant , structure.",5
👍👍👍👍,4
"Jaringan koneksi terhadap user,Bos dan relasi sangat terbuka dan terbantu,linkedin aplikasi digital pemersatu manusia modern saat ini",5
"Tolong pihak LinkedIn yang tidak berwenang, saldo dana saya terpotong untuk pembayaran google LinkedIn, OTOMATIS TANPA PIN. Dan saya tidak merasa melakukannya. Dan saya tidak melakukan pembayaran apapun. Dan bagaimana caranya agar uang saya kembali",1
Keren,5
Bagusnya di coba dulu,4
Mau log in aja ribet bgt,1
Jj tipis,5
Bolehlah buat info lokernya,4
good,5
Good job,5
Nice,5
Coba dulu yg ini siapa tau bermanfaat bagi tugas saya,5
E&m bb nyata NYATNYATA nnnn nyataih! kak request ya oee r. III .,3
Bagus,5
Apk apaan ini ..udah masukin kode verikasi lwt telpon masih aja g bisa,1
Bagus,5
Taknks,5
Sangat membantu,5
Lagu all. .o .l ok loooo Omk ooo ll Lool Ooom k Mmm O mm ooo Oloo Ooom ooo. Ko O O O LOp L L Ol OoLooom.lllooomok Koplo oo Llp Looklopoo O Koo O o Oo,3
Wow,5
Sangat membantu informasi nya,5
Sangat bermanfaat,5
Good,5
Semoga saya dpt perkerjaan,5
Awesome app ❤️,5
sip keren,5
Good,4
Alsixll,4
Amazing,5
lDiperkosa,1
ok,5
Gak jelas mau login aja susah padahal jaringan bagus banyak2 tes GAK JELAS!!!,1
Trima kasih,5
Jarang buka,3
Sipil kontruksi,5
Bintang 1 dulu belum dapet kerja,1
Gas,5
Ok,5
sangat bagus,4
I like it,5
Keren,5
"Mau pake yang prenium, di suruh uji coba gratis 1 bulan, Tapi bayar duluan, itu namanya bukan ujicoba gratis tapi uji coba bayar, kalau bayarnya 10rb gak papa, ini 590rb pulak hadeh, manipulasi bahasa nya itu lo",1
Nice,5
Ok sip,5
Baik,3
Harus terus diperbaiki,5
Oke,5
Bagus sekali,5
Komunitas sosial para profesional,1
Ashu kagak pernah di lihat lamaran gua,1
Kerja,5
Good,5
Sangat membantu.,4
Bagus,5
Verifikasi nya kek mana ?,5
Very good,5
Ok,5
"Nice, helpful app",5
Mantap,5
"Saya masuk aplikasi ndak bisa, ada note email anda sudah digunakan",5
"Ini kenapa ya Min kok perbarui profil tidak bisa, terus lagi mau edit yg udah ke simpan terus edit lagi disimpan lagi malah hilang semua aktivitas dan deskripsi nya🥺😭 tidak bisa menggugah dokumen terus lagi logo kampus saya universitas jember ngga ada lagi 😭🥺",1
Makasih semuanya,5
Mntap,5
Sangat membantu,5
Ok,5
I'm happy with join linked,5
Good 👍👍👍👍👍,5
Bagus sekali,5
Top,5
Tak bisa di uninstal,1
mantap,5
Good,5
Great place for build connect and personal branding,5
saszaeass,5
😁,5
Bagus,5
"Saya tidak bisa daftar, sangat aneh, padahal saya sudah memasukkan kode yang dikirim oleh pihak linked in bintang 1 untuk aplikasi ini",1
I like,5
"Kenapa kalau ngelamar kerja harus masuk aplikasi lain, kalau kayak gitu mending nggak usah download ini tapi aplikasi yang lain aja",2
Informatif,4
Saya kira aplikasi ini bisa diinstall di semua perangkat tapi ternyata di android 7.1.1 tidak bisa,1
Sangat bagus untuk mencari kerja,5
Cara daftarnya ribet,1
Waowwwwww,5
Memudahkan untuk mencari pekerjaan dan mecari teman sesama profesi,5
Siiiip,5
Terima kasih,5
So far so good,4
Aplikasi yang bagus untuk mendapatkan insight dan relasi,5
Saya tidak menemukan fitur mengirim file pada pesan/dm,1
Coba dulu,5
Keren,5
"Ngasih captcha gausah ribet² lah, Mao masuk aja gagal terus",1
Good..,4
Top 👍👍👍👍👍👍👍🙏,5
Baik,5
Ya ok selalu bersama in!!!!,3
Wow,4
Ot SD,1
Juga kan ya to,2
Good,5
Is yg mantapannn,5
"Kok aplikasinya error ya, tiba² keluar.",2
Mudah opsinya,5
Hebat,5
Good Performance,5
Good,3
Oll mnm vv bbuk Iku Ul,3
Mantap,5
Bagus,5
Ok,5
Good,5
👍👍👍👍👍,5
Ok,4
Good,5
Ok,5
Bagus aplikasinya,4
Terdapat informasi pekerjaan dan terhubung dengan rekan kerja maupun calon rekan kerja maupun sebatas mengenal. Aplikasinya sangat membantu.,5
Ok,5
Sangat baik,5
Akses masuk yg susah dan sistem verifikasi yg payah.... Susaaaah g worth it,1
Good,5
Good aftermon,5
Tldak akanlagl mencetak struk,5
Baguuus,5
Saya suka,5
Semoga ada jalan,4
"Ribet,ga da lowongan kerja yg di Aceh selatan",1
Mantap lah,5
Sangat baik,4
Marketing agent to Century 21 Bandung,5
Mantap,5
Mantap,5
Ok joss,4
Sangat membantu sekali,5
Penting,5
Sangat bagus.,5
Juos,5
Sangat Membantu,5
"Susah banget, mau masuk aja susahnya minta ampun verifikasinya",1
Good,5
Top,5
Great,5
Ok,5
Ok,4
Ok,4
Bagus aplikasinya untuk info mengenai lowongan kerja,4
Emboh,4
Good,5
Sip 4 dlu,4
mantap,4
Terima,4
"Good app, sangat membantu",5
Ok,5
Ok,5
Ok,5
Sangat membantu,5
Inovator,5
Sangat bagus,5
"Helping me for career sharing, career webinar reference, networking, and job vacancy",5
"Saya baru bergabung dgn LinkedIn, dan saat saya masuk menggunakan email pribadi saya, malah langsung muncul diprofil bekerja diperusahaan yang saat ini saya saja masih dalam tahap proses recruitment. Mohon penjelasan terkait hal itu, karena saya belum menerima konfirmasi diterima dan masih menunggu proses recruitment tahap selanjutaNya.",5
Ok,5
Ko susah si Padahal udah masuk akun dengan benar,5
"Sudah lama saya pakai,melamar nggak ada tembus dan tidak ada respon mengenai kendala lamaran saya. Tolong beri tanggapan untuk lamaran yang sudah di kirim ke perusahaan.",1
Good..,5
Sungguh mantap aplikasi nya,5
Helpfull,5
Excellence,5
Mantep,5
Kwren,5
Good bisniss,4
Aplikasi mantap..,5
Helpful,5
Luar biasa,5
Platform yang bagus untuk para profesionals,5
I like,5
Good,5
Jos,4
Pengemudi,5
"Ribet login nya segala pake tekateki, udh gitu salah mulu, padahal gambar nya aja yang kaga jelas juntrungannya,,",1
Great,5
Nice👍🏻👍🏻,5
Good,5
"Aplikasi tholol verivikasi login sampe 10x nggak masuk""",1
Verry good,5
Aplikasi gk jelasssss verifikasi keamanan gk bisa2 terus ngulang 10x lebih tetep gk cocok,1
Bagus ukt melihat info pekerjaan,5
Good,5
too much asking for ubdate,1
Fantastic,5
Baik,5
Good n smooth,5
ok,5
Good,5
Excellent,5
"kenapa setiap kali saya masuk tidak bisa...padahal email dan password sudah benar??? kenapa harus minta verifikasi bahwa saya manusia???padahal email dan password sudah benar,huffffftttt",1
HSE Profesional,5
Baguss,5
Ok,5
Ok,5
Sampah,1
Bagus la,2
Keren,5
Lumayan bagus sih,4
Good,5
Menambah relasi,4
"Piye yo? Verifikasi gagal terus, dikon mileh gambar kewan madep duwur, gambare malah duduhno silit. Di pilih teliti ora ngefek opo mneh ngacak, bolak balek tetep gagal. Lha 100x 1000x pun megelno jempolan tangan. Gaweo sak karepmu, penting sehat.",2
Bagus,5
Mau buat akunpun ribet,2
good,5
Baik untuk pertemannan,5
"sangat membantu dalam mencari pekerjaan, tidak lagi mencari kepastian di forum forum yang kejelesanya masi di ragukan",4
linkedin good aplikasiont.l like it.sucses always.,5
Bagus,5
Baik,5
Memberikan wawasan mengenai ilmu pengetahuan di segala bidang industri,4
Nice,5
Keren banget buat para business owner,5
Sangat membantu,5
"Gk genah , mau masuk apk aja verifnya susah bner , klo 1 gambar oke ini suruh 5 salah 1 aja ulang lgi dari awal hahaha apk jembootte ga guna",1
Oke banget,4
Bermanfaat bagi para pencari kerja,5
Lupa pasword mau login ulang minta verifikasi gambar tapi gagal terus,3
very good in looking for business relations,5
The best of best,5
oo ya,1
Bagus buat link pekerjaan,5
Keren banget,5
Good,5
Oke,5
Mantap,5
"Saya mendapat pekerjaan sebagai Software Engineer dari sini untuk Full Remote WFH, mantap🎉",5
Aku ingin menjadi orang sukses.,5
Good,4
Best,5
Mau verifikasi nomor aja dibuat susah,1
bagus,5
Nagus,3
"Mohon diperbaiki,sudah verifikasi dan verifikasi lagi terus menurus kapan selesainya nih padahal jawaban saya benar kenapa dikasih lagi",1
"Aplikasi yang amat memudahkan saya untuk mencari magang ,benar2 sangat berguna sekali!",5
ok,5
Bagus,5
Bagus,5
Sangat baik,5
Mantap,3
Good,5
"Sangat membantu sekali untuk mengetahui perkembangan dunia n bisa punya teman di seluruh negara,,,",5
what what see sssugjr,5
Ok,5
Verivikasi brapa x gk bisaa gk bresss👎👎👎👎👎,1
Ok,5
Butuh uang,5
Luarr biasaa,5
⁰⁰h²èe²²³e,5
Aplikasinya kenapa sih? Kok mau masuk mesti tebak-tebak gambar dulu,1
Semoga LinkedIn menjadi jalan saya mendapatkan pekerjaan,5
Oke,5
"""Aplikasi yang tepat, untuk sarana mencari atau di cari dalam peluang kerja yang kita harapkan ...",5
ok,5
Lumayan buat wawasan dunia tetangga,3
Very good 👍🏻👌🏾,5
Baik sekali,5
DP Kolextor,5
Bagus,5
❤️❤️❤️💙💙💙,5
"Mantap, nambah relasi",5
Membantu banget buat pencari kerja,4
Dubhe Corp,5
Good,5
Sangat membantu,5
Busuk. Semua akun direstricted. Gak jelas,1
Good,5
Sulit mencari lowongan kerja mencari usia 49 Tahun,1
nice,5
Useful,5
thanks linkedln,5
Aplikasi ini sangat membantu bagi para pejuang Pencari kerja. Sangat bagus,5
Ya saya suka dengan aplikasi ini,5
Fleksibilitas dan dashboard menarik,5
Sangat bagus dan membantu mendapat peluang berkarir,2
Bagus,5
Top,5
Ok,5
Bagus...isinya orang2 smart semua.,5
Goodluck,5
Tolong ya kak linkedln punya ku gak bisa dibuka mohon bantuannya 🙏,5
GOOD,5
Nice app,5
Good application,5
Media sosial yang banyak positif dan bagus untuk informasi karir,5
Ok,5
Bermanfaat sekali untuk mengetahui nama2 & alamat perusahaan baru2 / start up 👍🙏. Terimakasih,5
"3 dulu,, kalo dah dapet kerja baru kasih 5 sempurna..",3
Apikasinya berjaringan,5
Ok,5
Mantap,4
Good apllication,5
Baru nyoba,4
Ok,5
Oke,5
Keep up the good work,5
👍👍,5
Aplikasi yang membangun dan berguna,5
Susah bgt update nya,1
Ok,5
"Tombol back pada hp membuat kembali ke tampilan awal, bukan halaman sblmnya. Mohon diperbaiki. Sehingga kita tidak perlu input jenis pekerjaan + berbagai filternya",3
Terlalu sering update,4
"Minta no marketing semen padang untuk wilayah banten,terimakasih",5
Link in.. are you safe for member? Why my linkin app appears not my account?,1
Membantu kita dalam mencari teman dan pekerjaan,5
Baik,5
Aplikasi terbaik untuk membuka cara berfikir dan memperbanyak sahabat juga saudara.,5
Ok,5
Baik,3
Good,5
Sanagat membantu untuk para pekerja,5
Saya baru buka smoga bisa membantu saya 🙏🙏,5
Top,5
Good,5
Wro,5
Deep,5
Tidak bisa buka komentar dan lihat profil dari akun saya,3
Sangat membantu,4
"Nyesel banget dowload App ini, Susah verivikasi nya Slalu salah trus, Jangan sampai kalian Juga Ketipu",1
Sangat baik untuk berbagi informasi,5
Gakbisa buat daftar sekian maksih langsung gua uninstall,1
Good job,5
ok,4
"Ribet nyari2 kerjaannya, masuk2 lagi ke link sana, link sini.....",1
"Sangat membantu, nambah relasi",5
Bagus sekali,5
Banyak info thanks,5
Ok bagus,5
Kurang,3
Operasional director,5
"coba dulu 3 kalau bagus,saya,tambahin jadi 5",3
Good,5
Semangat ..luar biasa dg aplikasi ini sangat mbantu support untuk saya dan semuanya,5
"Saya pendatang baru mudah"" amplikasi ini bisa membantu.",3
I. Io,5
Ok,5
Rejeki,5
Mantap,4
Bisnis,5
Thank,5
Ribet,1
YANG RASA YANG * TERBIASA ... * MEGA CHANNEL ATAU PARABOLA ... #1 visa.id,5
Ok,5
mantap,5
tap,5
Good job,5
👌,3
Gajelas,1
"Lebih terarah dan banyak teman, berbeda-beda",5
good,5
Membuat mudah komunikasi,5
"terimakasih linkedin sudah memberikan saya kesempatan mendapatkan pekerjaan 10 bulan lalu, orang2 di linkedin juga seru2 kok, dan gapernah kecewa sama aplikasi ini selama pemakaian. jd aplikasi pertama yg sering saya buka dan schroll setiap harinya",5
Excellent,5
Pusing Sama kambingnya,1
Good job,5
Oke,5
"Bagus, kebutuhan orang banyak",5
Terbaik,5
Puas dan keren sih menurut saya. Membantu banget update informasi dan pengetahuan.,5
Top,5
Good,5
Terimakasih,4
semoga ada jalan,5
Mantap,5
jossss,5
👍,3
"Kalo gak bisa nebak gambar berarti gak bisa baca,asal nyerocos aja nob",5
Nice to meet and connect with our friends and other,5
Saya sangat membutuhkan pekerjaan daerah banyuwangi dan link ini sangat membantu untuk cari pekerjaan,5
Sangat membantu,5
Good,5
Mantap,4
Ok,5
Oke bagus. Bisa untuk menyimpan CV yg berguna untuk masa mendatang,5
Sangat membantu untuk cari loker ke masa depanya,4
", knp mm n n kmna m",3
Bermanfaat dan menambah wawasan,5
Baik,5
Lengkap dan mudah,5
Tempat cari kerjaan favorit,5
No good,2
Incredible bussiness application,5
Ini aplikasi apa si ko di tadi dowload mulu pdhl dah di batalin,3
Mantab,5
Bantu aku dengan ovo aku ya kak Uda capay aku carik makan sampay aku di hinak orang tapi tetap sabar aku mecarik makan untuk anak 2 ku kak,5
baikin cara verifikasinya mau login akun sendiri aja ribet bannget,1
"Crazy app! Why is the verification so difficult and keeps repeating even though it's true but being told to keep on verifying!! stupid application, better move to the jobstreet application if this is the case",1
Bagus,5
Aplikasi yang sangat membantu pencari kerja di Indonesia,5
Ok,5
Top,5
👍,5
"Mendapat banyak relasi bisnis, banyak channel pekerjaan terbuka, pertahankan kualitas",5
Membantu untuk meningkatkan relasi dan sebagai forum dikusi,5
a very good network to find and establish relationships with new relationships.,5
Jancox,1
wushang,5
Aplikasi bagus buat para pekerja menjalin relasi dan mendapatkan pekerjaan.,4
Saat menggunakan link sangat memuas kan saya,5
Ok,5
Ok,5
"Applikasi rusaak , udah sering coba bikin akun slalu ada aja masalah... perbaiki laah",1
Mantap,5
Good,5
Ok,5
Bermanfaat,5
susah bgt vertifikasi nya,1
Aplikasi Ok,5
Bagus sekali,5
Ribet masuk ny..hrs di ulang2,1
Baik,5
Verry good,5
Cis,3
Nice,5
Percobaan,5
"Halo, Dimana saya bisa kontak team support? Saya ingin mengganti nomor telepon saya karena nomor telepon saya sudah mati. Terimakasih",4
Ingin mencoba insya Allah bagus Aamiin 🤲,5
Di bantu ya,5
Branch manager PT.Mandala Multifinance Tbk,5
Ok,5
Ok banget,4
Jos,5
Bonafit dapat dipercaya,5
Oke,4
Sangat baik,4
Ratu Adil 101 Imam Mahdi Dana Raksa,5
Ok,5
"Aplikasinya sangat bagus, membatu saya dalam mencari pekerjaan dan relasi profesional. Tingkatkan lagi layanannya!",5
Oil,4
Oke,5
Bagus banget bisa bantu orang yg lagi cari kerjaan,5
Terimakasih,3
Bagus,5
Tdk ada yg baru dari info lokernya... dan cenderung seperti facebook,1
sangt bagus,5
"Update terbaru deeplinknya eror, login juga eror",1
Baik,5
Good Application,5
Driver Dump Truk,4
"Nice app,,thanks",5
Very Good,5
Bagus,5
Now komen,4
Mantap,5
Ok,5
Exxelent aplication,5
"Lebih stres aku nyelesaiin verifikasi keamanan daripada nyari kerja, kamfret-_-",1
Jembuot,5
Sangat membantu,3
Sangat bermanfaat,5
"Sangat baik , membantu",5
"Udah beberapa kali dapet panggilan kerja,, 10 kali lebih ga ada satupun yg asli,, Hoax semua,,masa iya tes PT yg berbeda tapi tempat tes.nya sama,,di ruko"" lgi,,tolong tingkatkan lgi biar loker"" penipu bisa di laporkan,kasian yg baru lulus yg belum pengalaman nanti kena tipu",1
Sangat membantu untuk para pencari kerja,5
Ga bisa masuk2,2
"Verifikasi teka teki nyaa aneh, dah dijawab pun yang benar tetap aja salah, ga jelas",1
Sangat membanru,5
Bagus sekali aplikasi nya.,5
Great,5
"Aplikasi ribet ,bukan mempermudah malah mempersulit",1
Sat,1
"UPLOAD FOTO PROFIL DAN BACKGROUND LAMA SEKALI HAMPIR 1 JAM??? SINYAL OKE, WIFI OKE, BUT APP NYA ??@?!?@^-¥!;@ -_-",2
Aplikasi ini sangat berguna bagi pencari pekerjaan,5
Oke,5
Breakthrough app,5
Mantap,5
Dengan adanya Linkedln sangat membantu sekali dalam hal cari segala informasi. Linkdln sangat kami perlukan. Linkedln memang Siiiipppp 👍👍👍👍👋👋👋👋,5
Apk gak jelas,1
Cara log innya aneh,1
Ga ngaruh dapet kerja juga udah pake dr jaman kuliah. Sampe 8 tahun penggunaan.,1
Ok,5
Apk taiiiii masa udh bener verifikasinya malah terus²an suruh verifikasi ga beres² .. sekalian aja bikin apk tebak gambar gaush bikin apk kaya ginian. Niat hati mau nyari peluang malah dibikin pusing,1
Klau ada salah satu panggilan kerja lewat APK ini saya kasi bintang 5.,3
Sangat bermanfaat👍,5
Ok,5
Fungsi??,3
Ok,4
"Kiano bi. A ,¿ p",2
Bagus,5
"kok gk bisa masuk yah, ada tulisan akun anda dibatasi terus, udah verify identitas kok belum dihubungi hubungi. please tolong lah mau cari kerja buat kuliah ini 🥲",1
Great job!!!,5
"PNS 30 tahun, konsultan 9 tahun bidang civil engineering",5
⁹gy,3
Mantap,5
Ok,5
Sangat membantu sekali...menambah jaringan pertemànan dan koneksi tentu nya,4
enjoyer,5
"Slamat malam LinkedIn,mohon bantuannya saya sudah mengganti nmr simcard,tetapi kode verifikasi masih k nmr yg lama,dan saya lupa password",5
Cool!,5
"freeze, lag, force closed. intinya jelek",1
Hahaha,5
"Sangat bagus, banyak di pertemukan dengan orang-orang baru.",5
mantap,5
Coba dulu,3
Ok,5
"Selalu gagal di teka teki yang kelima, Kalau gambar nya tiga dimensi, harus nya jawaban saya benar semua.... Apk nya sih taikkkk banget😅😅😅😅",1
Is good,5
Ok,5
"upload foto gagal mulu, apaan sih",1
Oke,4
Ini bneran ga sih lokernya? Panggilan tp kok ga di pt nya,2
Ay,2
Lebih ditingkatkan lgi,4
Good,5
Ok,5
"Hidup ini simpel Brooo,, kenapa dibuat ribet??????? Verifikasi aja ribet banget..",3
Sangat memuaskan,5
Sangat membantu personal branding,5
💞❤💕(｡>apitas ﹏<｡)💘❤💘,4
Very good,5
Ok,5
Goody good,5
ribeetttt...you know ribet... iTs confusing me to Log iN iTs to much verifikasi ... :(,3
Sangat membantu,5
Nyaman,5
Ga bisa verifikasi,1
Tes dulu,1
"Aplikasi kntl, daftar saja ngak bisa"" ...juh",1
Ok,5
Ga tau deh ngomong apa 😑,5
Good,5
Kl.,4
Bagus,5
"Aksesnya sangat sulit, verifikasi yang diminta berulang-ulang",1
Jempol,5
Sangat membantu dan bermanfaat sekali,5
Aplikasi yang bermanfaat untuk professional.,5
Verry good,5
Ok,5
Oke,5
GK guna !,1
in0☢ .,2
"Ini apaan sih cuma mau logindoang suruh pilih gambar ke arah atas mulu, dipilih jawaban gak sesuai mulu, cuma mau login doang aja ribet bener",1
Good,5
"Setiap mau verifikasi nomer slalu gagal dan gak bis masuk, apa cuma saya aja ya?... Solusinya gimana ?",1
Sangat baik dan membantu informasi dalam lowongan pekerjaan,5
Semoga ini mmbantu,5
Om join,5
Jarang akses,5
Linkedln,5
Ok,5
Bagus,5
"Kita cari kerja susah, tolong lah jangan tambah susah! Maksudnya gmn si? Susah banget verifikasi disuruh ""pilih gambar menghadap keatas"" tp gagal terus.",1
"Baru daftar udah susah sungguh buruk diperbaiki sistemnya y pdhl saya pakai WiFi blank aja GK gerak2 loading apa eror nunggu smpe lama masih gtu j ,uninstal j ni",1
Ok,5
"Gak guna, isinya cuman orang pamer jabatan, pamer kerjaan baru, sok-sokan ngasih motivasi tapi isinya sampah. Lo semua cuman budak kagak usah belagu dah.",1
Baru mencoba jadi kasi bintang 2 dulu😊👌,2
Gak semua lowker disini bisa langsng ke lamar ya kdng hrus unduh aplikasi laink kayak glits atau jobstrest gtggt ribet,2
Thanks Linkedin :),5
Sangat membantu untuk mencari koneksi pekerjaan,5
Jossss....,5
or,2
Sedikit membantu,5
Liit 7n,3
Dchitdbk,5
Good app,5
selalu puas dengan pelayanan terimakasih kak selalu ditingkatkan lagi ya kk jangan selalu merasa puas tetap usaha dan amanah 🙂☺,5
"Aplikasi game ini sangat bagus bagi teman2 yg suka dengan permainan BTC bertaut sangat unik dan mudah untuk bermain kasih bintang 5, sy tinggal tunggu pencairan ke Dana sudah proses mudah mudahan ini menjadi pengalaman pertama dengan hasil yang memuaskan",5
Mudah mudahan bisa,5
Gak bisa login,1
Sangat membantu,5
good,5
😍,5
Aplikasi ini mempermudah orang untuk mendapatkan pekerjaan sesuai dengan yang dinginkan,5
Good idea,5
Trims link,5
Goooood,5
Okkkkkk,5
"Universiity researcher, profesional consultant in environment for North Sulawesi Government since 1994, Environment Impact Assesment consultant, waste water discharge assesment in several private companies.",5
Membuat banyak link n jaringan yg sangat bermanfaat,5
Ok,5
Good,5
Membantu komunikasi bisnis dan pekerjaan kita,5
Luar biasa,5
"Can anyone tell me how to get verified by number? I tried couple times it didnt work. ""Respon kode noCAPTCHA Anda tidak valid atau belum diisi."" This was wasting my time a lot.",2
"Min kalau bisa ini berantas PT PT yg penipuan , harusnya saring dulu apakah bener PT itu ada atau fiktif , banyak yg tertipu soalnya kasihan yg cari kerja kalau tertipu",2
Good,5
Ok,5
"Gatau apa saya aja kali ya, kalo pas mau tambahin media di kolom pendidikan atau pengalaman gitu kaga bisa² di upload dan kaya nya LinkedIn sekarang lemot banget, baru aja kejadian mau upload media dengan metode link gdrive gitu kaga bisa-bisa. Tolong dong bug kaya gini diperbaiki padahal tampilan nya udah bagus tapi lemot nya itu kalo mau upload media",5
Ok,5
Bagus,5
Kurang memuaskan,3
Ko gak bisa bisa masuk yaa bingung juga nih aplikasinya. Uninstall aja lagi dah. Gak bisa gunain nya 😭 daftar Mulu gak masuk2 heran dah.,1
Permintaan pertemennan,5
Good,5
Kita liat nanti,4
"Banyak info pekerjaan yank nggak jelas Tiba² ada pesan masuk disuruh interview ke PT ini PT itu, padahal nggak masuk lamaran ke PT tersebut Banyak penipuan di apk ini",1
Aplikasi simple Verifikasi juga simple Pokoknya serba simple 👍💪✌️🐈,5
Sangat membantu pra perjuang mencari kerja,5
Banyak lowongan pekerjaan PALSU penipuan,2
Meningkat intelegensia pengetahuan,5
Sangat lnformatif,5
Baru cobah,1
Menarik,4
want more new friends and share experiences on social media,4
Sinyal 5g,5
Aplikasi pencari kerja yg bagus,5
Sangat bagus dan menarik,5
Aku suka,5
Mantab,5
Great,5
Agak sulit untuk menginstal kembali link ini .,3
Very good apl,5
Ok,5
9 .m.m9 0 mama K909 8,4
Tolong pihak linkedin di perbaiki lagi masa iya jaringan sinyal saya bagus kouta ada tapi kenapa g bisa login?,1
Gentot istri tetangga china ketagihan,5
Ok bnget,5
Very good,5
bagus,5
Manajer,5
Ok pokoke,5
Good,5
"Selalu minta up date seperti buat baru harus mengosongkankan download yg lain , down load ,setiap beberapa bulan",1
Good,5
Alhamdulillah Thank about your information linkedn,5
Belum voba,5
